City_ID,City,Country,Lat,Lng,Max Temp(C),Humidity,Cloudiness,Wind Speed,Current Description,Date
263,Hambantota,LK,6.1241,81.1185,26.36,85,100,6.19,overcast clouds,2021-06-06 23:09:35
264,Havelock,US,34.8791,-76.9013,28.36,83,69,1.34,broken clouds,2021-06-06 23:09:37
265,Leeton,AU,-34.5667,146.4,9.97,67,100,3.15,overcast clouds,2021-06-06 23:09:38
266,Messina,IT,38.1933,15.5497,23.3,57,40,0.89,scattered clouds,2021-06-06 23:09:39
267,Bambous Virieux,MU,-20.3428,57.7575,21.79,82,35,6.45,light rain,2021-06-06 23:09:40
268,Mirabad,AF,30.4362,61.8383,33.29,18,0,6.96,clear sky,2021-06-06 23:09:42
269,Westport,US,41.1415,-73.3579,32.79,54,1,0.45,clear sky,2021-06-06 23:09:43
270,Naberera,TZ,-4.2,36.9333,14.61,83,93,4.13,overcast clouds,2021-06-06 23:09:45
271,Upernavik,GL,72.7868,-56.1549,3.21,84,66,2.04,broken clouds,2021-06-06 23:09:47
272,Lavrentiya,RU,65.5833,-171.0,1.55,94,100,1.45,light rain,2021-06-06 23:09:48
273,Kiama,AU,-34.6833,150.8667,15.7,67,89,2.71,overcast clouds,2021-06-06 23:09:48
274,Davila,PH,18.4726,120.5763,28.5,74,100,0.83,overcast clouds,2021-06-06 23:09:50
275,Nichinan,JP,31.6,131.3667,21.53,86,100,2.66,overcast clouds,2021-06-06 23:09:52
276,Stokmarknes,NO,68.5646,14.9108,14.72,67,83,1.72,broken clouds,2021-06-06 23:09:53
277,Richards Bay,ZA,-28.783,32.0377,14.48,80,0,3.24,clear sky,2021-06-06 23:09:54
278,Sarangani,PH,5.4033,125.4636,28.07,74,99,1.97,overcast clouds,2021-06-06 23:09:56
279,Dingle,PH,10.9995,122.6711,25.82,82,100,0.91,light rain,2021-06-06 23:09:57
280,Tomatlan,MX,19.9333,-105.25,32.48,45,45,4.67,scattered clouds,2021-06-06 23:09:58
281,Manta,EC,-0.95,-80.7333,23.88,78,90,5.66,overcast clouds,2021-06-06 23:09:59
282,Mukdahan,TH,16.5833,104.5,24.73,92,100,0.7,moderate rain,2021-06-06 23:10:01
283,Thinadhoo,MV,0.5333,72.9333,28.12,74,13,5.24,few clouds,2021-06-06 23:10:03
284,Llangefni,GB,53.2556,-4.3106,13.7,87,42,2.19,scattered clouds,2021-06-06 23:10:04
285,Fuxin,CN,42.0156,121.6589,21.21,46,29,1.88,scattered clouds,2021-06-06 23:10:06
286,Naze,JP,28.3667,129.4833,20.66,94,100,1.52,light rain,2021-06-06 23:10:07
287,Nizhneangarsk,RU,55.7833,109.55,7.28,71,100,2.08,overcast clouds,2021-06-06 23:10:08
288,Harer,ET,9.3094,42.1258,15.23,83,32,0.71,scattered clouds,2021-06-06 23:10:10
289,Sri Aman,MY,1.2376,111.4621,23.19,96,100,0.7,overcast clouds,2021-06-06 23:10:11
290,Auki,SB,-8.7676,160.7034,28.75,70,12,1.38,few clouds,2021-06-06 23:10:12
291,Paita,PE,-5.0892,-81.1144,20.16,80,90,6.76,overcast clouds,2021-06-06 23:10:13
292,Abakaliki,NG,6.3163,8.1169,24.09,89,99,1.92,overcast clouds,2021-06-06 23:10:15
293,Opuwo,NA,-18.0607,13.84,13.27,46,1,1.81,clear sky,2021-06-06 23:10:16
294,Guerrero Negro,MX,27.9769,-114.0611,20.83,60,69,7.6,broken clouds,2021-06-06 23:10:17
295,Ola,RU,59.5833,151.2833,9.16,75,40,2.17,scattered clouds,2021-06-06 23:10:19
296,Sorland,NO,67.667,12.6934,11.23,84,99,3.25,overcast clouds,2021-06-06 23:10:20
297,Oum Hadjer,TD,13.2954,19.6966,33.46,32,76,3.32,broken clouds,2021-06-06 23:10:22
298,Mathbaria,BD,22.2876,89.9593,29.04,83,100,5.05,overcast clouds,2021-06-06 23:10:24
299,San Isidro,PE,-12.1167,-77.05,18.9,86,90,3.98,overcast clouds,2021-06-06 23:10:25
300,Ahipara,NZ,-35.1667,173.1667,16.53,89,100,4.08,moderate rain,2021-06-06 23:10:26
301,Mocuba,MZ,-16.8392,36.9856,16.42,95,88,1.55,overcast clouds,2021-06-06 23:10:27
302,Zhuhai,CN,22.2769,113.5678,27.84,83,40,5.05,scattered clouds,2021-06-06 23:10:29
303,El Higo,MX,21.7667,-98.4667,38.86,30,83,6.19,broken clouds,2021-06-06 23:10:30
304,Talcahuano,CL,-36.7167,-73.1167,8.82,81,98,1.03,overcast clouds,2021-06-06 23:10:31
305,Vardo,NO,70.3705,31.1107,3.97,74,6,0.84,clear sky,2021-06-06 23:10:33
306,Luanda,AO,-8.8368,13.2343,22.79,92,53,3.0,broken clouds,2021-06-06 23:10:34
307,Dongsheng,CN,39.8161,109.9776,19.84,43,100,6.04,overcast clouds,2021-06-06 23:10:35
308,Puerto Rondon,CO,6.2805,-71.1,22.95,97,100,3.37,overcast clouds,2021-06-06 23:10:36
309,Kavaratti,IN,10.5669,72.642,27.82,78,100,5.59,overcast clouds,2021-06-06 23:10:38
310,Coquimbo,CL,-29.9533,-71.3436,12.85,87,90,2.92,overcast clouds,2021-06-06 23:10:39
311,Berbera,SO,10.4396,45.0143,32.95,46,0,4.9,clear sky,2021-06-06 23:10:40
312,Lucea,JM,18.451,-78.1736,28.92,78,27,4.78,scattered clouds,2021-06-06 23:10:42
313,Ketchikan,US,55.3422,-131.6461,12.26,82,75,6.69,light rain,2021-06-06 23:06:12
314,Asau,RO,46.4333,26.4,13.55,78,4,2.17,clear sky,2021-06-06 23:10:44
315,Rawson,AR,-43.3002,-65.1023,9.79,51,53,9.6,broken clouds,2021-06-06 23:10:45
316,Hanzhong,CN,33.0728,107.0303,21.97,62,99,0.36,overcast clouds,2021-06-06 23:10:48
317,Ambato,EC,-1.2491,-78.6168,13.44,95,97,1.5,light rain,2021-06-06 23:06:15
318,Gundlupet,IN,11.8,76.6833,19.95,94,95,1.5,overcast clouds,2021-06-06 23:10:50
319,Najran,SA,17.4924,44.1277,26.71,25,8,3.0,clear sky,2021-06-06 23:10:51
320,Manjeshwar,IN,12.7194,74.8861,26.53,82,100,1.03,overcast clouds,2021-06-06 23:10:53
321,Ovalle,CL,-30.5983,-71.2003,16.83,64,51,1.89,broken clouds,2021-06-06 23:10:54
322,Waipawa,NZ,-41.4122,175.5153,11.92,82,100,3.05,overcast clouds,2021-06-06 23:10:55
323,Alugan,PH,12.2188,125.4808,26.11,86,100,1.57,overcast clouds,2021-06-06 23:10:57
324,Petrozavodsk,RU,61.7849,34.3469,13.7,88,98,3.1,light rain,2021-06-06 23:10:58
325,San Patricio,US,28.017,-97.5169,32.23,73,14,6.45,few clouds,2021-06-06 23:10:59
326,Chuzhou,CN,32.3219,118.2978,24.78,67,98,2.55,light rain,2021-06-06 23:11:01
327,Florianopolis,BR,-27.6146,-48.5012,18.68,83,90,1.79,light rain,2021-06-06 23:11:03
328,Pasaje,EC,-3.3333,-79.8167,22.84,94,100,0.9,light rain,2021-06-06 23:11:05
329,Bonavista,CA,48.6499,-53.1147,3.98,85,75,8.01,broken clouds,2021-06-06 23:11:06
330,Bilma,NE,18.6853,12.9164,33.31,16,99,3.51,overcast clouds,2021-06-06 23:11:07
331,Beringovskiy,RU,63.05,179.3167,1.49,99,100,2.07,light rain,2021-06-06 23:11:08
332,French Harbor,HN,16.35,-86.4333,30.0,76,20,0.45,few clouds,2021-06-06 23:11:10
333,Terra Santa,BR,-2.1042,-56.4869,27.25,67,95,1.13,overcast clouds,2021-06-06 23:11:11
334,Tucuman,AR,-26.8241,-65.2226,15.0,72,96,0.79,overcast clouds,2021-06-06 23:10:19
335,Sinazongwe,ZM,-17.2614,27.4618,15.44,61,100,2.02,overcast clouds,2021-06-06 23:11:13
336,Ca Mau,VN,9.1769,105.15,26.5,84,99,2.74,overcast clouds,2021-06-06 23:11:15
337,Arlit,NE,18.7369,7.3853,33.81,13,54,4.68,broken clouds,2021-06-06 23:11:16
338,Watsa,CD,3.0372,29.5355,16.22,96,68,1.18,broken clouds,2021-06-06 23:07:54
339,Bubaque,GW,11.2833,-15.8333,26.29,86,35,6.65,scattered clouds,2021-06-06 23:11:18
340,Alyangula,AU,-13.8483,136.4192,24.89,73,49,4.7,scattered clouds,2021-06-06 23:11:20
341,Waddan,LY,29.1614,16.139,26.52,22,0,4.6,clear sky,2021-06-06 23:11:21
342,Santa Lucia,ES,27.9117,-15.5407,15.62,73,75,5.15,broken clouds,2021-06-06 23:11:22
343,Fort Nelson,CA,58.8053,-122.7002,12.89,54,100,4.76,overcast clouds,2021-06-06 23:11:23
344,Ayr,GB,55.4627,-4.6339,10.73,87,0,1.54,clear sky,2021-06-06 23:11:25
345,Cabo San Lucas,MX,22.8909,-109.9124,38.06,39,1,4.12,clear sky,2021-06-06 23:11:00
346,Daru,PG,-9.0763,143.2092,25.22,89,98,7.79,overcast clouds,2021-06-06 23:11:27
347,Tabas,IR,33.5959,56.9244,33.57,11,0,2.41,clear sky,2021-06-06 23:11:29
348,Ponta Delgada,PT,37.7333,-25.6667,18.4,88,20,3.09,few clouds,2021-06-06 23:11:30
349,Amapa,BR,1.0,-52.0,22.52,97,93,0.98,overcast clouds,2021-06-06 23:11:31
350,Kilinochchi,LK,9.3961,80.3982,26.89,82,96,6.35,overcast clouds,2021-06-06 23:11:33
351,Oranjemund,NA,-28.55,16.4333,19.15,33,0,4.62,clear sky,2021-06-06 23:11:34
352,Qiqihar,CN,47.3408,123.9672,19.17,48,0,2.66,clear sky,2021-06-06 23:11:35
353,Ha Giang,VN,22.8333,104.9833,24.76,98,88,0.2,overcast clouds,2021-06-06 23:11:36
354,Ransang,PH,8.9603,117.5828,27.44,83,100,2.23,overcast clouds,2021-06-06 23:11:38
355,Egvekinot,RU,66.3167,-179.1667,3.61,59,8,0.54,clear sky,2021-06-06 23:11:39
356,Brownsville,US,25.9018,-97.4975,33.06,65,1,3.13,clear sky,2021-06-06 23:09:18
357,Korla,CN,41.7597,86.1469,21.37,39,39,4.25,scattered clouds,2021-06-06 23:11:41
358,Komsomolskiy,UZ,40.4272,71.7189,26.68,49,77,0.83,broken clouds,2021-06-06 23:11:43
359,Russell,US,32.3502,-85.1999,30.84,83,75,1.9,broken clouds,2021-06-06 23:11:44
360,Lazaro Cardenas,MX,17.9583,-102.2,30.8,61,89,5.66,overcast clouds,2021-06-06 23:11:45
361,Atambua,ID,-9.1061,124.8925,22.14,75,33,2.02,scattered clouds,2021-06-06 23:11:47
362,Simao,CN,22.7886,100.9748,18.45,98,80,0.8,broken clouds,2021-06-06 23:11:48
363,Buin,CL,-33.7333,-70.75,17.08,55,100,1.25,overcast clouds,2021-06-06 23:11:49
364,Las Vegas,US,36.175,-115.1372,41.22,9,1,7.72,clear sky,2021-06-06 23:07:03
365,Upington,ZA,-28.4478,21.2561,9.92,42,0,5.58,clear sky,2021-06-06 23:11:53
366,Jishou,CN,28.3167,109.7167,23.64,85,85,0.61,overcast clouds,2021-06-06 23:11:54
367,Obihiro,JP,42.9172,143.2044,17.67,66,83,3.44,broken clouds,2021-06-06 23:11:55
368,Otavi,NA,-19.65,17.3333,11.4,44,0,4.26,clear sky,2021-06-06 23:11:57
369,Karpogory,RU,64.0019,44.4451,3.04,65,28,3.36,scattered clouds,2021-06-06 23:11:58
370,Ampanihy,MG,-24.7,44.75,15.54,79,0,6.02,clear sky,2021-06-06 23:11:59
371,Riviere-Pilote,MQ,14.4775,-60.9035,25.62,83,0,7.01,clear sky,2021-06-06 23:12:00
372,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,6.33,100,90,1.73,light rain,2021-06-06 23:12:02
373,Fukue,JP,32.6881,128.8419,21.18,77,100,2.82,overcast clouds,2021-06-06 23:12:03
374,Natal,BR,-5.795,-35.2094,24.36,88,75,4.32,broken clouds,2021-06-06 23:08:13
375,Tromso,NO,69.6496,18.957,9.01,57,0,3.09,clear sky,2021-06-06 23:12:06
376,Ostrovnoy,RU,68.0531,39.5131,3.31,93,7,2.92,clear sky,2021-06-06 23:10:58
377,Mecca,SA,21.4267,39.8261,29.75,55,23,1.59,few clouds,2021-06-06 23:12:08
378,Paracuaro,MX,20.15,-100.7667,21.25,30,97,1.53,overcast clouds,2021-06-06 23:12:09
379,Kayes,ML,14.0,-11.0,34.43,29,41,2.87,scattered clouds,2021-06-06 23:12:11
380,Shvartsevskiy,RU,54.0961,37.9917,11.16,97,65,3.02,broken clouds,2021-06-06 23:12:13
381,Payson,US,40.0444,-111.7321,34.39,12,40,2.24,scattered clouds,2021-06-06 23:12:14
382,Belyy Yar,RU,53.6039,91.3903,8.94,87,0,2.11,clear sky,2021-06-06 23:12:16
383,Liyang,CN,29.7057,118.2862,21.81,77,93,0.38,overcast clouds,2021-06-06 23:12:17
384,Road Town,VG,18.4167,-64.6167,27.05,78,40,5.14,scattered clouds,2021-06-06 23:07:34
385,El Cope,PA,8.6167,-80.6,24.36,76,64,2.75,broken clouds,2021-06-06 23:12:19
386,Ixtapa,MX,20.7,-105.2,29.57,70,40,5.14,scattered clouds,2021-06-06 23:12:21
387,Tual,ID,-5.6667,132.75,27.37,78,100,6.45,overcast clouds,2021-06-06 23:12:22
388,Bartica,GY,6.4,-58.6167,26.18,94,77,2.03,broken clouds,2021-06-06 23:12:23
389,Comodoro Rivadavia,AR,-45.8667,-67.5,10.92,46,0,6.69,clear sky,2021-06-06 23:10:45
390,Mbandaka,CD,0.0487,18.2603,20.52,98,97,2.15,overcast clouds,2021-06-06 23:12:26
391,Tecozautla,MX,20.5333,-99.6333,29.31,33,95,4.49,overcast clouds,2021-06-06 23:12:27
392,Slave Lake,CA,55.2834,-114.769,16.18,34,100,3.78,overcast clouds,2021-06-06 23:12:28
393,Wundanyi,KE,-3.4019,38.364,13.92,92,22,2.47,few clouds,2021-06-06 23:12:30
394,Bibiani,GH,6.4635,-2.3194,22.52,96,20,1.24,few clouds,2021-06-06 23:12:31
395,Aragarcas,BR,-15.8975,-52.2508,23.82,53,100,0.55,overcast clouds,2021-06-06 23:12:32
396,Tynda,RU,55.1667,124.7167,20.84,45,45,1.54,scattered clouds,2021-06-06 23:12:33
397,Vanderhoof,CA,54.0166,-124.0198,16.04,32,99,1.7,overcast clouds,2021-06-06 23:12:35
398,Namatanai,PG,-3.6667,152.4333,27.78,77,95,1.22,moderate rain,2021-06-06 23:12:36
399,Lomovka,RU,53.9194,58.3672,8.51,72,54,0.79,broken clouds,2021-06-06 23:12:37
400,Bireun,ID,5.203,96.7009,24.32,74,100,2.32,overcast clouds,2021-06-06 23:12:39
401,Iquitos,PE,-3.7481,-73.2472,28.02,78,20,1.03,few clouds,2021-06-06 23:12:40
402,Buraydah,SA,26.326,43.975,31.09,11,6,4.87,clear sky,2021-06-06 23:12:42
403,Sistranda,NO,63.7256,8.834,12.72,94,53,5.68,broken clouds,2021-06-06 23:12:46
404,Vila Velha,BR,-20.3297,-40.2925,22.97,90,0,0.45,clear sky,2021-06-06 23:12:47
405,Linxia,CN,35.6003,103.2064,14.1,68,100,0.88,overcast clouds,2021-06-06 23:12:49
406,Skjervoy,NO,70.0311,20.9714,8.49,65,45,1.26,scattered clouds,2021-06-06 23:12:50
407,Tianpeng,CN,30.9866,103.9393,25.35,51,100,1.09,overcast clouds,2021-06-06 23:12:51
408,Vilhena,BR,-12.7406,-60.1458,24.19,61,100,1.18,moderate rain,2021-06-06 23:08:30
409,Elban,RU,50.1018,136.5094,13.03,93,100,0.83,overcast clouds,2021-06-06 23:12:54
410,Baculin,PH,7.4525,126.5842,25.96,84,99,1.36,overcast clouds,2021-06-06 23:12:55
411,Ruston,US,32.5232,-92.6379,27.9,65,75,0.0,broken clouds,2021-06-06 23:09:18
412,Olinda,BR,-8.0089,-34.8553,25.85,69,40,5.03,scattered clouds,2021-06-06 23:12:57
413,Rorvik,NO,64.8621,11.2373,11.59,93,100,3.18,overcast clouds,2021-06-06 23:13:00
414,Dhidhdhoo,MV,6.8833,73.1,27.81,79,100,6.75,overcast clouds,2021-06-06 23:13:01
415,Hovd,MN,48.0056,91.6419,7.82,45,3,1.52,clear sky,2021-06-06 23:13:03
416,Quelimane,MZ,-17.8786,36.8883,17.97,94,20,1.54,few clouds,2021-06-06 23:12:24
417,Porbandar,IN,21.6422,69.6093,29.26,67,5,4.83,clear sky,2021-06-06 23:13:06
418,Nikolayevka,RU,53.1257,47.2041,13.14,94,81,0.37,broken clouds,2021-06-06 23:13:07
419,Ayagoz,KZ,47.9714,80.4392,8.37,68,30,4.08,scattered clouds,2021-06-06 23:13:08
420,Ihosy,MG,-22.4,46.1167,14.24,87,89,7.4,overcast clouds,2021-06-06 23:13:10
421,Borovskoy,KZ,53.8,64.15,14.18,42,84,1.41,broken clouds,2021-06-06 23:13:11
422,Brae,GB,60.3964,-1.353,8.95,83,41,1.54,scattered clouds,2021-06-06 23:13:12
423,Parksville,CA,49.3163,-124.3195,11.66,91,100,4.75,overcast clouds,2021-06-06 23:11:19
424,Tahoua,NE,14.8888,5.2692,26.35,61,67,9.24,broken clouds,2021-06-06 23:13:15
425,Lokosovo,RU,61.1333,74.8167,5.12,61,31,1.45,scattered clouds,2021-06-06 23:13:16
426,Maniitsoq,GL,65.4167,-52.9,4.58,90,100,3.66,overcast clouds,2021-06-06 23:13:17
427,Itatskiy,RU,56.07,89.0369,12.48,92,100,5.28,overcast clouds,2021-06-06 23:13:18
428,Raudeberg,NO,61.9875,5.1352,11.37,95,8,3.21,clear sky,2021-06-06 23:13:20
429,Phonhong,LA,18.5007,102.4166,24.1,97,100,1.28,light rain,2021-06-06 23:13:21
430,Mercedes,AR,-34.6515,-59.4307,11.59,68,99,3.21,overcast clouds,2021-06-06 23:13:22
431,Laem Sing,TH,12.4816,102.0738,28.36,99,100,5.94,moderate rain,2021-06-06 23:13:24
432,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,23.81,45,85,2.58,overcast clouds,2021-06-06 23:13:26
433,Ossora,RU,59.2353,163.0719,4.7,94,100,2.54,overcast clouds,2021-06-06 23:13:27
434,Xiaoweizhai,CN,26.1903,107.5125,19.89,80,42,0.83,scattered clouds,2021-06-06 23:13:29
435,Kyzyl-Suu,KG,42.3414,78.0056,13.77,62,100,3.05,overcast clouds,2021-06-06 23:13:30
436,Nova Olimpia,BR,-14.7972,-57.2881,27.88,42,97,1.34,overcast clouds,2021-06-06 23:13:31
437,Schwedt,DE,53.0596,14.2815,16.24,75,7,2.48,clear sky,2021-06-06 23:13:32
438,Aden,YE,12.7794,45.0367,32.06,63,7,6.54,clear sky,2021-06-06 23:13:34
439,Yulara,AU,-25.2406,130.9889,7.91,66,37,2.06,scattered clouds,2021-06-06 23:13:35
440,Tari,NG,12.4086,4.4914,27.09,64,100,5.18,light rain,2021-06-06 23:13:36
441,Cobija,BO,-11.0267,-68.7692,27.51,58,96,0.85,light rain,2021-06-06 23:13:38
442,Ati,TD,13.2154,18.3353,33.91,28,55,1.26,broken clouds,2021-06-06 23:13:39
443,Salta,AR,-24.7859,-65.4117,13.65,86,96,1.79,overcast clouds,2021-06-06 23:09:14
444,Ilulissat,GL,69.2167,-51.1,3.01,93,20,2.06,few clouds,2021-06-06 23:13:42
445,Anloga,GH,5.7947,0.8973,27.32,80,13,6.08,few clouds,2021-06-06 23:13:43
446,Dingzhou,CN,38.5131,114.9956,24.06,29,93,6.36,light rain,2021-06-06 23:13:44
447,Sao Joao Da Barra,BR,-21.6403,-41.0511,23.52,85,100,6.18,light rain,2021-06-06 23:13:46
448,Manggar,ID,-2.8833,108.2667,27.69,77,80,4.41,broken clouds,2021-06-06 23:13:47
449,Izmir,TR,38.4622,27.0923,19.73,52,0,0.26,clear sky,2021-06-06 23:13:48
450,Ornskoldsvik,SE,63.2909,18.7153,14.9,93,82,1.31,broken clouds,2021-06-06 23:13:50
451,Calatayud,ES,41.3535,-1.6432,19.32,59,0,1.15,clear sky,2021-06-06 23:13:51
452,Bardiyah,LY,31.7561,25.0865,20.8,76,1,4.33,clear sky,2021-06-06 23:13:52
453,Fria,GN,10.4167,-13.5833,25.14,89,96,1.07,overcast clouds,2021-06-06 23:13:54
454,Wellington,NZ,-41.2866,174.7756,15.46,90,90,0.45,overcast clouds,2021-06-06 23:11:24
455,Lata,PT,40.1629,-8.3327,15.45,93,0,0.66,clear sky,2021-06-06 23:13:56
456,Palimbang,PH,6.2106,124.1894,27.6,70,88,0.99,overcast clouds,2021-06-06 23:13:57
457,Viedma,AR,-40.8135,-62.9967,9.93,44,98,5.08,overcast clouds,2021-06-06 23:11:19
458,Hamilton,US,39.1834,-84.5333,28.66,61,20,3.82,few clouds,2021-06-06 23:14:00
459,Sitka,US,57.0531,-135.33,11.94,71,75,2.06,light rain,2021-06-06 23:14:01
460,Mackay,AU,-21.15,149.2,19.47,77,90,6.27,overcast clouds,2021-06-06 23:13:50
461,Port Moresby,PG,-9.4431,147.1797,24.86,87,100,2.36,overcast clouds,2021-06-06 23:14:03
462,Talara,PE,-4.5772,-81.2719,19.97,82,68,7.09,broken clouds,2021-06-06 23:14:05
463,Yining,CN,29.0361,114.5636,21.96,77,100,0.83,overcast clouds,2021-06-06 23:14:07
464,Moville,US,42.4889,-96.0725,31.64,60,60,6.53,broken clouds,2021-06-06 23:14:08
465,Muros,ES,42.7762,-9.0603,15.61,81,48,4.61,scattered clouds,2021-06-06 23:14:10
466,Taseyevo,RU,57.2169,94.8978,13.35,80,93,5.13,overcast clouds,2021-06-06 23:14:11
467,Cayenne,GF,4.9333,-52.3333,26.16,87,0,2.45,clear sky,2021-06-06 23:11:33
468,Lhokseumawe,ID,5.1801,97.1507,24.18,86,100,2.36,overcast clouds,2021-06-06 23:14:13
469,Lloydminster,CA,53.2835,-110.0016,17.85,42,50,6.35,scattered clouds,2021-06-06 23:14:15
470,Laguna,US,38.421,-121.4238,35.81,28,1,2.68,clear sky,2021-06-06 23:14:16
471,Pacific Grove,US,36.6177,-121.9166,26.68,70,1,0.89,clear sky,2021-06-06 23:14:17
472,Harper,LR,4.375,-7.7169,25.59,88,100,5.29,light rain,2021-06-06 23:14:18
473,Caravelas,BR,-17.7125,-39.2481,22.56,86,9,2.2,clear sky,2021-06-06 23:14:20
474,Inongo,CD,-1.95,18.2667,20.4,97,100,3.8,overcast clouds,2021-06-06 23:14:21
475,Kushima,JP,31.4583,131.2333,21.73,84,100,1.06,overcast clouds,2021-06-06 23:14:22
476,Murray Bridge,AU,-35.1167,139.2667,15.47,52,99,8.39,overcast clouds,2021-06-06 23:14:24
477,Jalpaiguri,IN,26.5167,88.7333,24.01,96,11,3.13,light rain,2021-06-06 23:14:25
478,Mattru,SL,7.6244,-11.8332,24.52,97,85,1.73,overcast clouds,2021-06-06 23:14:26
479,Hualmay,PE,-11.0964,-77.6139,18.29,83,31,4.78,scattered clouds,2021-06-06 23:14:27
480,San Cristobal,VE,7.7669,-72.225,19.58,98,100,1.16,overcast clouds,2021-06-06 23:14:29
481,Adrar,MR,20.5022,-10.0711,35.02,13,71,8.36,broken clouds,2021-06-06 23:14:30
482,Boende,CD,-0.2167,20.8667,21.25,98,100,0.71,overcast clouds,2021-06-06 23:14:31
483,Uige,AO,-7.6087,15.0613,18.99,51,96,1.13,overcast clouds,2021-06-06 23:14:33
484,Muzhi,RU,65.3667,64.6667,3.31,64,6,2.48,clear sky,2021-06-06 23:14:34
485,Mayo,US,38.8876,-76.5119,32.97,63,1,5.42,clear sky,2021-06-06 23:13:30
486,Berezovyy,RU,51.6667,135.7,13.37,86,99,0.6,overcast clouds,2021-06-06 23:14:36
487,Smidovich,RU,48.6,133.8167,18.63,64,48,2.45,scattered clouds,2021-06-06 23:14:38
488,Shumikha,RU,55.2261,63.2961,12.21,63,21,2.61,few clouds,2021-06-06 23:14:39
489,Chokwe,MZ,-24.5333,32.9833,15.98,88,64,2.35,broken clouds,2021-06-06 23:14:40
490,Doka,SD,13.5167,35.7667,29.92,47,100,7.54,overcast clouds,2021-06-06 23:14:41
491,Okhotsk,RU,59.3833,143.3,6.93,83,100,1.24,overcast clouds,2021-06-06 23:14:43
492,Tiznit,MA,29.5833,-9.5,20.68,63,100,0.61,overcast clouds,2021-06-06 23:14:44
493,Zhashkiv,UA,49.2454,30.1102,11.78,92,33,3.23,scattered clouds,2021-06-06 23:14:45
494,Srikakulam,IN,18.3,83.9,29.49,75,96,5.19,overcast clouds,2021-06-06 23:14:47
495,Baruun-Urt,MN,46.6806,113.2792,19.31,45,100,5.29,overcast clouds,2021-06-06 23:14:49
496,Merauke,ID,-8.4667,140.3333,24.72,90,99,6.1,overcast clouds,2021-06-06 23:14:50
497,Catuday,PH,16.2923,119.8062,26.89,81,97,4.72,overcast clouds,2021-06-06 23:14:53
498,Belluno,IT,46.145,12.2214,18.14,91,87,0.89,overcast clouds,2021-06-06 23:14:54
499,Thunder Bay,CA,48.4001,-89.3168,30.55,65,29,6.16,scattered clouds,2021-06-06 23:14:55
500,Jizan,SA,17.3333,42.6667,29.93,64,0,1.47,clear sky,2021-06-06 23:14:57
501,Black River,JM,18.0264,-77.8487,29.0,67,31,5.31,scattered clouds,2021-06-06 23:14:58
502,Tyrma,RU,50.0833,132.1667,17.8,54,40,2.19,scattered clouds,2021-06-06 23:14:59
503,Aswan,EG,24.0934,32.907,28.76,16,3,5.97,clear sky,2021-06-06 23:15:01
504,Grindavik,IS,63.8424,-22.4338,9.26,93,75,6.95,broken clouds,2021-06-06 23:14:35
505,Dinguiraye,GN,11.3,-10.7167,26.11,55,36,0.62,scattered clouds,2021-06-06 23:15:04
506,Port-Gentil,GA,-0.7193,8.7815,25.66,88,67,3.57,broken clouds,2021-06-06 23:15:05
507,Tazovskiy,RU,67.4667,78.7,0.05,86,94,4.03,overcast clouds,2021-06-06 23:15:06
508,Petropavlovka,RU,50.6114,105.3196,8.21,81,100,2.05,overcast clouds,2021-06-06 23:15:08
509,Pundaguitan,PH,6.3711,126.1689,27.87,79,100,3.82,overcast clouds,2021-06-06 23:13:26
510,Sturgeon Bay,US,44.8342,-87.377,30.98,53,1,7.72,clear sky,2021-06-06 23:15:10
511,Birjand,IR,32.8663,59.2211,24.26,22,0,3.09,clear sky,2021-06-06 23:15:11
512,Vao,NC,-22.6667,167.4833,21.17,65,99,7.31,overcast clouds,2021-06-06 23:13:04
513,Flinders,AU,-34.5833,150.8552,15.59,72,89,2.52,overcast clouds,2021-06-06 23:13:33
514,Araouane,ML,18.9048,-3.5265,36.09,19,61,3.03,broken clouds,2021-06-06 23:15:15
515,Graaff-Reinet,ZA,-32.2522,24.5308,10.7,31,0,4.5,clear sky,2021-06-06 23:15:16
516,Bilibino,RU,68.0546,166.4372,19.39,39,6,2.94,clear sky,2021-06-06 23:15:17
517,Kloulklubed,PW,7.0419,134.2556,25.28,81,100,3.14,moderate rain,2021-06-06 23:13:20
518,Northam,GB,51.0333,-4.2167,13.5,93,17,1.84,few clouds,2021-06-06 23:15:23
519,Sawakin,SD,19.1059,37.3321,28.07,64,26,3.77,scattered clouds,2021-06-06 23:15:24
520,Arbagar,RU,51.9438,116.2805,19.03,39,22,1.58,few clouds,2021-06-06 23:15:26
521,Birin,NP,26.8865,88.0718,16.31,86,7,2.13,clear sky,2021-06-06 23:15:27
522,Tezu,IN,27.9167,96.1667,22.62,98,100,1.26,overcast clouds,2021-06-06 23:15:28
523,Porto Walter,BR,-8.2686,-72.7439,24.74,87,98,0.73,overcast clouds,2021-06-06 23:15:30
524,Baghdad,IQ,33.3406,44.4009,25.95,27,0,6.75,clear sky,2021-06-06 23:13:04
525,Mandalgovi,MN,45.7625,106.2708,7.08,75,5,8.8,clear sky,2021-06-06 23:15:32
526,Sao Filipe,CV,14.8961,-24.4956,23.68,71,36,5.05,scattered clouds,2021-06-06 23:15:33
